id,date,account,vendor,amount,description
GL-7272,2024-11-06,6900 · Miscellaneous,Ashcroft Materials,3043.01,Miscellaneous expense
GL-7273,2024-11-06,6800 · Events,Parkfield & Sons,4638.3,Venue booking
GL-7274,2024-11-06,6210 · Software,Mosswell Co,4831.92,Subscription renewal
GL-7275,2024-11-06,6500 · Professional,Ironwood Supply Co,3822.85,Advisory fee
GL-7276,2024-11-06,6000 · Office,Dunmore & Finch,2022.46,General office purchase
GL-7277,2024-11-06,6000 · Office,Brackendale Co,2161.31,Breakroom restock
GL-7278,2024-11-06,6710 · Equipment,Kettleworth & Finch,4455.63,Equipment purchase
GL-7279,2024-11-06,6800 · Events,Ashford & Finch,1164.59,Team event
GL-7280,2024-11-06,6000 · Office,Ustane Co,547.78,Office supplies
GL-7281,2024-11-06,6000 · Office,Pinehollow Distribution,1159.53,Office supplies
GL-7282,2024-11-06,6600 · Marketing,Millbrook Group,3303.71,Ad campaign
GL-7283,2024-11-06,6400 · Travel,Millhaven Ventures,2107.13,Conference travel
GL-7284,2024-11-07,6900 · Miscellaneous,Vela Printworks,3270.42,Signage
GL-7285,2024-11-07,6900 · Miscellaneous,Vela Printworks,308.29,Signage
GL-7286,2024-11-07,6210 · Software,Cascade IT Partners,3619.6,Network maintenance
GL-7287,2024-11-07,6400 · Travel,Lyndon Contractors,388.94,Travel expense
GL-7288,2024-11-07,6600 · Marketing,Oakhaven Supply,6568.16,Marketing spend
GL-7289,2024-11-07,6400 · Travel,Eastmoor Supply Co,1132.4,Client visit travel
GL-7290,2024-11-07,6400 · Travel,Yarrowmere Advisory,1369.73,Conference travel
GL-7291,2024-11-07,6100 · Facilities,Nightingale Logistics,1662.9,Building maintenance
GL-7292,2024-11-07,6600 · Marketing,Gladewell Vendors,3138.51,Ad campaign
GL-7293,2024-11-07,6400 · Travel,Millhaven Vendors,878.18,Conference travel
GL-7294,2024-11-07,6800 · Events,Oakhaven Contractors,3639.83,Venue booking
GL-7295,2024-11-07,6210 · Software,Eastmoor Contractors,1703.32,Software license
GL-7296,2024-11-07,6900 · Miscellaneous,Cloverfield Partners,3189.91,General purchase
GL-7297,2024-11-07,6500 · Professional,Dunmore Traders,1587.55,Consulting engagement
GL-7298,2024-11-07,6900 · Miscellaneous,Ashcombe Vendors,2097.35,Miscellaneous expense
GL-7299,2024-11-07,6000 · Office,Islewood Consulting,3225.53,Office supplies
GL-7300,2024-11-07,6900 · Miscellaneous,Quarryfield Trade Ltd,3263.35,Miscellaneous expense
GL-7301,2024-11-07,6210 · Software,Lyndon Co,2499.09,Platform fee
GL-7302,2024-11-07,6710 · Equipment,Birchwood & Finch,2566.55,Equipment purchase
GL-7303,2024-11-07,6600 · Marketing,Nightingale Holdings,2620.67,Marketing spend
GL-7304,2024-11-07,6400 · Travel,Jasperton Contractors,2403.93,Conference travel
GL-7305,2024-11-07,6600 · Marketing,Ferngrove Marketing,17280.5,Content production
GL-7306,2024-11-08,6800 · Events,Union Hall Catering,753.94,Event catering
GL-7307,2024-11-08,6210 · Software,Kingsmere Contractors,5692.44,Software license
GL-7308,2024-11-08,6100 · Facilities,Underbrook Solutions,514.78,Repairs
GL-7309,2024-11-08,6710 · Equipment,Parkfield Group,4996.84,Hardware
GL-7310,2024-11-08,6210 · Software,Parkfield Vendors,4508.86,Software license
GL-7311,2024-11-08,6500 · Professional,Quarryfield Solutions,8825.73,Consulting engagement
GL-7312,2024-11-08,6500 · Professional,Rushmere Consulting,7965.53,Consulting engagement
GL-7313,2024-11-08,6100 · Facilities,Longview Logistics,2695.48,Facilities services
GL-7314,2024-11-08,6400 · Travel,Stonebridge Distribution,2427.18,Conference travel
GL-7315,2024-11-08,6400 · Travel,Lyndon Traders,217.07,Client visit travel
GL-7316,2024-11-08,6210 · Software,Pinehollow Co,5348.81,Platform fee
GL-7317,2024-11-08,6710 · Equipment,Birchwood Advisory,1709.64,Equipment maintenance
GL-7318,2024-11-08,6100 · Facilities,Underbrook Co,5207.47,Facilities services
GL-7319,2024-11-08,6000 · Office,Greystone Supply Co,3273.55,Office supplies
GL-7320,2024-11-08,6000 · Office,Juniper Solutions,1320.2,Office supplies
GL-7321,2024-11-08,6710 · Equipment,Longview Solutions,4788.44,Hardware
GL-7322,2024-11-08,6400 · Travel,Ferncliff Partners,2725.67,Conference travel
GL-7323,2024-11-08,6210 · Software,Greystone Group,4342.61,Platform fee
GL-7324,2024-11-09,6800 · Events,Union Hall Catering,4088.69,Team event
GL-7325,2024-11-11,6000 · Office,Fairhaven Vendors,544.69,Breakroom restock
GL-7326,2024-11-11,6900 · Miscellaneous,Pinehollow Supply Co,3018.99,General purchase
GL-7327,2024-11-11,6400 · Travel,Larkspur & Sons,2056.31,Client visit travel
GL-7328,2024-11-11,6210 · Software,Stonebridge Logistics,4422.92,Subscription renewal
GL-7329,2024-11-11,6100 · Facilities,Wrenfield Advisory,1239.23,Repairs
GL-7330,2024-11-11,6000 · Office,Deerpath & Sons,1633.03,Breakroom restock
GL-7331,2024-11-11,6300 · Contractors,Everline & Finch,9043.53,Contractor invoice
GL-7332,2024-11-11,6900 · Miscellaneous,Kettleworth & Sons,2401.83,Miscellaneous expense
GL-7333,2024-11-11,6500 · Professional,Jasperton Services,872.74,Professional services
GL-7334,2024-11-11,6300 · Contractors,Oakhaven Group,2211.07,Project support
GL-7335,2024-11-11,6710 · Equipment,Fairhaven Ventures,5777.96,Hardware
GL-7336,2024-11-11,6600 · Marketing,Valeworth Ventures,2525.5,Content production
GL-7337,2024-11-11,6210 · Software,Foxglen Traders,4186.39,Platform fee
GL-7338,2024-11-11,6800 · Events,Oakhaven Co,3737.81,Team event
GL-7339,2024-11-11,6710 · Equipment,Ridgemont & Sons,510.73,Equipment purchase
GL-7340,2024-11-11,6300 · Contractors,Ustane Materials,9792.61,Consulting work
GL-7341,2024-11-11,6400 · Travel,Ivywood Consulting,851.04,Client visit travel
GL-7342,2024-11-11,6100 · Facilities,Ustane Holdings,2824.83,Repairs
GL-7343,2024-11-11,6210 · Software,Islewood Supply,1291.44,Subscription renewal
GL-7344,2024-11-11,6800 · Events,Cobalt Advisory Partners,13577.44,Venue booking
GL-7345,2024-11-12,6300 · Contractors,Morrow Studio LLC,12888.24,Creative retainer
GL-7346,2024-11-12,6210 · Software,Stonebridge Supply,3338.58,Subscription renewal
GL-7347,2024-11-12,6500 · Professional,Larkspur Distribution,1634.31,Advisory fee
GL-7348,2024-11-12,6500 · Professional,Jasperton Holdings,3092.21,Professional services
GL-7349,2024-11-12,6400 · Travel,Westgate Trade Ltd,867.81,Conference travel
GL-7350,2024-11-12,6900 · Miscellaneous,Ironwood & Finch,3142.97,Miscellaneous expense
GL-7351,2024-11-12,6600 · Marketing,Nightingale Advisory,1630.45,Marketing spend
GL-7352,2024-11-12,6000 · Office,Quarryfield Contractors,941.02,Office supplies
GL-7353,2024-11-12,6900 · Miscellaneous,Ustane Contractors,2829.43,General purchase
GL-7354,2024-11-12,6210 · Software,Deerpath Advisory,2423.08,Platform fee
GL-7355,2024-11-12,6300 · Contractors,Ashcombe Solutions,9414.39,Contractor invoice
GL-7356,2024-11-12,6500 · Professional,Cloverfield Vendors,5773.74,Advisory fee
GL-7357,2024-11-12,6500 · Professional,Juniper Trade Ltd,5450.77,Professional services
GL-7358,2024-11-12,6800 · Events,Parkfield Holdings,4454.21,Venue booking
GL-7359,2024-11-12,6710 · Equipment,Amberlight Contractors,13677.95,Equipment maintenance
GL-7360,2024-11-13,6100 · Facilities,Parkfield Advisory,4790.42,Repairs
GL-7361,2024-11-13,6400 · Travel,Ustane Vendors,2616.42,Travel expense
GL-7362,2024-11-13,6900 · Miscellaneous,Fairhaven Holdings,3855.7,General purchase
GL-7363,2024-11-13,6100 · Facilities,Quarryfield & Finch,4985.06,Building maintenance
GL-7364,2024-11-13,6800 · Events,Juniper Consulting,3129.13,Event costs
GL-7365,2024-11-13,6900 · Miscellaneous,Cloverfield Partners,1853.73,General purchase
GL-7366,2024-11-13,6210 · Software,Oldbridge Traders,2030.89,Subscription renewal
GL-7367,2024-11-13,6000 · Office,Brackendale Services,1044.48,Breakroom restock
GL-7368,2024-11-13,6300 · Contractors,Millhaven & Finch,9262.18,Consulting work
GL-7369,2024-11-13,6800 · Events,Quarryfield Traders,3505.29,Event costs
GL-7370,2024-11-13,6210 · Software,Islewood Supply,2986.03,Software license
GL-7371,2024-11-13,6210 · Software,Ashcroft Logistics,6436.22,Software license
GL-7372,2024-11-13,6210 · Software,Pemberton Ventures,5002.46,Software license
GL-7373,2024-11-13,6210 · Software,Grovemont Co,2207.45,Subscription renewal
GL-7374,2024-11-13,6210 · Software,Vinewood Holdings,6230.44,Software license
GL-7375,2024-11-13,6300 · Contractors,Silverlake Ventures,5356.89,Contractor invoice
GL-7376,2024-11-13,6710 · Equipment,Hollowbrook Traders,5026.51,Hardware
GL-7377,2024-11-13,6100 · Facilities,Underbrook & Sons,3374.22,Facilities services
GL-7378,2024-11-13,6600 · Marketing,Juniper Ventures,6277.72,Ad campaign
GL-7379,2024-11-13,6000 · Office,Paper Kite Supply,9906.19,General office purchase
GL-7380,2024-11-13,6210 · Software,Brackenwood Print Co,6711.76,Platform fee
GL-7381,2024-11-14,6500 · Professional,Everline Traders,3437.54,Consulting engagement
GL-7382,2024-11-14,6000 · Office,Hollowbrook Advisory,2653.37,Office supplies
GL-7383,2024-11-14,6100 · Facilities,Kingsmere Distribution,3457.5,Facilities services
GL-7384,2024-11-14,6100 · Facilities,Longview Vendors,3479.1,Facilities services
GL-7385,2024-11-14,6300 · Contractors,Quarryfield Partners,7282.97,Project support
GL-7386,2024-11-14,6710 · Equipment,Grovemont & Sons,2471.0,Hardware
GL-7387,2024-11-14,6600 · Marketing,Silverlake Supply,6266.11,Marketing spend
GL-7388,2024-11-14,6710 · Equipment,Kettleworth Contractors,4919.28,Equipment purchase
GL-7389,2024-11-14,6210 · Software,Islewood Distribution,5246.59,Subscription renewal
GL-7390,2024-11-14,6600 · Marketing,Greystone & Sons,4568.28,Content production
GL-7391,2024-11-14,6100 · Facilities,Barrow Ventures,3736.83,Repairs
GL-7392,2024-11-14,6600 · Marketing,Stonebridge Ventures,2610.11,Content production
GL-7393,2024-11-14,6400 · Travel,Millhaven Advisory,1689.45,Conference travel
GL-7394,2024-11-14,6210 · Software,Eastmoor Ventures,1367.04,Subscription renewal
GL-7395,2024-11-14,6000 · Office,Barrow & Sons,2048.45,Office supplies
GL-7396,2024-11-15,6300 · Contractors,Morrow Studio LLC,5542.01,Brand system work
GL-7397,2024-11-15,6900 · Miscellaneous,Trailhead Print & Sign,3064.91,Signage
GL-7398,2024-11-15,6100 · Facilities,Ashcroft & Finch,5250.31,Facilities services
GL-7399,2024-11-15,6710 · Equipment,Thornleigh Vendors,5482.6,Equipment maintenance
GL-7400,2024-11-15,6300 · Contractors,Longview Traders,7964.71,Consulting work
GL-7401,2024-11-15,6500 · Professional,Deerpath Traders,8267.53,Consulting engagement
GL-7402,2024-11-15,6900 · Miscellaneous,Kettleworth & Sons,3591.85,General purchase
GL-7403,2024-11-15,6400 · Travel,Larkspur Supply,1659.13,Conference travel
GL-7404,2024-11-15,6000 · Office,Deerpath & Sons,3116.21,General office purchase
GL-7405,2024-11-15,6710 · Equipment,Mosswell Traders,711.52,Hardware
GL-7406,2024-11-15,6000 · Office,Eastmoor & Finch,152.58,Breakroom restock
GL-7407,2024-11-15,6100 · Facilities,Driftwood Contractors,1090.71,Repairs
GL-7408,2024-11-15,6900 · Miscellaneous,Everline Advisory,3531.48,Miscellaneous expense
GL-7409,2024-11-15,6210 · Software,Jasperton Supply,1565.67,Platform fee
GL-7410,2024-11-15,6800 · Events,Westgate Solutions,3087.5,Venue booking
GL-7411,2024-11-15,6900 · Miscellaneous,Silverlake Services,1622.13,Miscellaneous expense
GL-7412,2024-11-15,6600 · Marketing,Hartmoor Group,6590.88,Content production
GL-7413,2024-11-15,6000 · Office,Oldbridge Ventures,2763.81,Breakroom restock
GL-7414,2024-11-15,6800 · Events,Parkfield & Finch,2135.33,Event costs
GL-7415,2024-11-18,6500 · Professional,Summit Payroll Services,4873.9,Payroll processing fee
GL-7416,2024-11-18,6500 · Professional,Deerpath Traders,6873.72,Advisory fee
GL-7417,2024-11-18,6210 · Software,Grovemont Services,3815.97,Software license
GL-7418,2024-11-18,6710 · Equipment,Birchwood Advisory,5774.7,Equipment purchase
GL-7419,2024-11-18,6300 · Contractors,Brackendale Supply,3869.06,Contractor invoice
GL-7420,2024-11-18,6300 · Contractors,Ashford Supply,8999.16,Consulting work
GL-7421,2024-11-18,6000 · Office,Mosswell Ventures,1485.44,Office supplies
GL-7422,2024-11-18,6400 · Travel,Nightingale Group,905.49,Conference travel
GL-7423,2024-11-18,6210 · Software,Birchwood Group,3198.12,Software license
GL-7424,2024-11-18,6710 · Equipment,Larkspur Holdings,4782.09,Equipment maintenance
GL-7425,2024-11-18,6600 · Marketing,Greystone Logistics,3519.6,Marketing spend
GL-7426,2024-11-18,6800 · Events,Timberline Traders,1819.4,Team event
GL-7427,2024-11-18,6300 · Contractors,Birchwood & Sons,11866.98,Project support
GL-7428,2024-11-18,6800 · Events,Millbrook Logistics,1064.85,Event costs
GL-7429,2024-11-18,6500 · Professional,Copperfield Trade Ltd,5772.78,Professional services
GL-7430,2024-11-18,6100 · Facilities,Kingswell Holdings,4947.02,Facilities services
GL-7431,2024-11-18,6400 · Travel,Longview Supply,291.5,Conference travel
GL-7432,2024-11-18,6100 · Facilities,Heathfield Ventures,4014.04,Repairs
GL-7433,2024-11-18,6100 · Facilities,Pinecrest Office Rentals,9590.98,Facilities services
GL-7434,2024-11-19,6400 · Travel,Pine & Rail Travel,650.91,Client site travel
GL-7435,2024-11-19,6210 · Software,Larkspur Materials,2005.12,Subscription renewal
GL-7436,2024-11-19,6500 · Professional,Larkspur & Finch,1882.87,Advisory fee
GL-7437,2024-11-19,6900 · Miscellaneous,Underbrook Supply,1980.21,Miscellaneous expense
GL-7438,2024-11-19,6100 · Facilities,Brackendale & Sons,4634.98,Repairs
GL-7439,2024-11-19,6210 · Software,Oldbridge & Finch,2524.26,Platform fee
GL-7440,2024-11-19,6300 · Contractors,Eastmoor Trade Ltd,8582.26,Contractor invoice
GL-7441,2024-11-19,6210 · Software,Ashcroft Solutions,3855.1,Software license
GL-7442,2024-11-19,6900 · Miscellaneous,Cloverfield Ventures,2039.05,General purchase
GL-7443,2024-11-19,6000 · Office,Ferncliff Materials,3472.85,General office purchase
GL-7444,2024-11-19,6600 · Marketing,Oakhaven Solutions,1831.79,Ad campaign
GL-7445,2024-11-19,6900 · Miscellaneous,Lyndon Materials,1306.23,General purchase
GL-7446,2024-11-19,6400 · Travel,Driftwood Ventures,2458.92,Conference travel
GL-7447,2024-11-19,6210 · Software,Pinehollow Vendors,1364.32,Software license
GL-7448,2024-11-20,6400 · Travel,Pine & Rail Travel,309.41,Team travel
GL-7449,2024-11-20,6900 · Miscellaneous,Stonebridge Holdings,2181.7,General purchase
GL-7450,2024-11-20,6800 · Events,Heathfield Group,4318.77,Venue booking
GL-7451,2024-11-20,6300 · Contractors,Copperfield Holdings,3173.01,Contractor invoice
GL-7452,2024-11-20,6400 · Travel,Valeworth Traders,1449.3,Client visit travel
GL-7453,2024-11-20,6210 · Software,Pemberton Ventures,2065.53,Platform fee
GL-7454,2024-11-20,6300 · Contractors,Birchwood Trade Ltd,3408.77,Contractor invoice
GL-7455,2024-11-20,6000 · Office,Fairhaven Vendors,2231.4,General office purchase
GL-7456,2024-11-20,6900 · Miscellaneous,Eastmoor Traders,606.8,General purchase
GL-7457,2024-11-20,6500 · Professional,Ashcombe Ventures,2980.23,Professional services
GL-7458,2024-11-20,6100 · Facilities,Millhaven Solutions,1345.22,Repairs
GL-7459,2024-11-20,6100 · Facilities,Larkspur Vendors,2057.74,Repairs
GL-7460,2024-11-20,6300 · Contractors,Norwich Bay & Sons,8380.54,Project support
GL-7461,2024-11-20,6710 · Equipment,Thornleigh Co,1380.81,Equipment purchase
GL-7462,2024-11-20,6600 · Marketing,Heathfield Distribution,3614.34,Marketing spend
GL-7463,2024-11-20,6600 · Marketing,Heathfield Distribution,3986.96,Ad campaign
GL-7464,2024-11-20,6800 · Events,Cinderpath Holdings,354.47,Team event
GL-7465,2024-11-20,6500 · Professional,Yarrowmere Co,4366.08,Advisory fee
GL-7466,2024-11-20,6100 · Facilities,Kettleworth Supply Co,3723.75,Facilities services
GL-7467,2024-11-20,6300 · Contractors,Elmgate Vendors,5762.83,Project support
GL-7468,2024-11-20,6710 · Equipment,Foxglen Group,3078.6,Equipment purchase
GL-7469,2024-11-20,6400 · Travel,Nightingale Consulting,2591.5,Travel expense
GL-7470,2024-11-20,6300 · Contractors,Overhill Holdings,3937.19,Contractor invoice
GL-7471,2024-11-21,6500 · Professional,Summit Payroll Services,4546.68,Payroll processing fee
GL-7472,2024-11-21,6210 · Software,Mosswell Co,3980.16,Platform fee
GL-7473,2024-11-21,6710 · Equipment,Oakhaven & Finch,4480.4,Equipment purchase
GL-7474,2024-11-21,6100 · Facilities,Ustane Ventures,5781.9,Repairs
GL-7475,2024-11-21,6500 · Professional,Heathfield Contractors,7356.24,Advisory fee
GL-7476,2024-11-21,6100 · Facilities,Underbrook Co,2508.6,Facilities services
GL-7477,2024-11-21,6100 · Facilities,Norwich Bay Materials,4652.3,Facilities services
GL-7478,2024-11-21,6710 · Equipment,Northfield Consulting,2028.41,Equipment purchase
GL-7479,2024-11-21,6710 · Equipment,Valeworth Partners,3221.38,Hardware
GL-7480,2024-11-21,6710 · Equipment,Driftwood Co,1390.87,Equipment purchase
GL-7481,2024-11-21,6800 · Events,Barrow Holdings,757.39,Team event
GL-7482,2024-11-21,6100 · Facilities,Oakhaven Trade Ltd,654.95,Facilities services
GL-7483,2024-11-21,6900 · Miscellaneous,Fairhaven Logistics,212.16,General purchase
GL-7484,2024-11-21,6600 · Marketing,Millbrook Contractors,5485.82,Marketing spend
GL-7485,2024-11-21,6600 · Marketing,Dunmore Supply,1082.76,Content production
GL-7486,2024-11-21,6710 · Equipment,Farrow & West Consulting,9723.59,Equipment maintenance
GL-7487,2024-11-22,6210 · Software,Cedar Cloud Tools,2142.89,Software subscription
GL-7488,2024-11-22,6000 · Office,Paper Kite Supply,1533.09,Office supplies
GL-7489,2024-11-22,6100 · Facilities,Ridgemont Services,3392.91,Building maintenance
GL-7490,2024-11-22,6000 · Office,Ashcombe Contractors,2339.6,Office supplies
GL-7491,2024-11-22,6000 · Office,Hollowbrook Distribution,2948.26,Breakroom restock
GL-7492,2024-11-22,6300 · Contractors,Gladewell & Sons,5566.39,Project support
GL-7493,2024-11-22,6900 · Miscellaneous,Timberline Services,854.95,General purchase
GL-7494,2024-11-22,6600 · Marketing,Nightingale Advisory,5464.65,Marketing spend
GL-7495,2024-11-22,6500 · Professional,Silverlake Partners,3891.21,Professional services
GL-7496,2024-11-22,6400 · Travel,Ashford Distribution,879.92,Travel expense
GL-7497,2024-11-22,6210 · Software,Millhaven Logistics,5875.01,Subscription renewal
GL-7498,2024-11-22,6900 · Miscellaneous,Overhill Logistics,1331.93,General purchase
GL-7499,2024-11-22,6210 · Software,Islewood Supply,1437.95,Subscription renewal
GL-7500,2024-11-22,6000 · Office,Oakhaven Materials,286.15,Breakroom restock
GL-7501,2024-11-22,6100 · Facilities,Halcyon Staffing Solutions,8583.23,Facilities services
GL-7502,2024-11-24,6900 · Miscellaneous,Vela Printworks,3107.75,General purchase
GL-7503,2024-11-25,6210 · Software,Cedar Cloud Tools,3086.95,Usage overage
GL-7504,2024-11-25,6600 · Marketing,Drift Marketing Co,8926.74,Marketing campaign
GL-7505,2024-11-25,6100 · Facilities,Timberline Group,3970.52,Building maintenance
GL-7506,2024-11-25,6600 · Marketing,Vinewood Logistics,5267.42,Ad campaign
GL-7507,2024-11-25,6600 · Marketing,Cloverfield Supply,2508.44,Ad campaign
GL-7508,2024-11-25,6300 · Contractors,Ivywood Advisory,9270.13,Project support
GL-7509,2024-11-25,6000 · Office,Heathfield Partners,422.27,General office purchase
GL-7510,2024-11-25,6300 · Contractors,Longview Trade Ltd,7520.12,Project support
GL-7511,2024-11-25,6100 · Facilities,Vinewood Supply Co,1596.91,Building maintenance
GL-7512,2024-11-25,6710 · Equipment,Hartmoor Contractors,5099.51,Equipment purchase
GL-7513,2024-11-25,6900 · Miscellaneous,Elmgate Services,2529.65,Miscellaneous expense
GL-7514,2024-11-25,6100 · Facilities,Hartmoor Vendors,750.59,Facilities services
GL-7515,2024-11-25,6600 · Marketing,Ashcroft Advisory,5775.98,Ad campaign
GL-7516,2024-11-25,6800 · Events,Longview & Sons,4784.02,Event costs
GL-7517,2024-11-25,6800 · Events,Overhill Solutions,1784.85,Venue booking
GL-7518,2024-11-25,6210 · Software,Norwich Bay Holdings,3630.88,Software license
GL-7519,2024-11-25,6100 · Facilities,Ironwood Consulting,1405.49,Building maintenance
GL-7520,2024-11-25,6100 · Facilities,Everline Ventures,3733.53,Repairs
GL-7521,2024-11-25,6300 · Contractors,Everline & Sons,7900.88,Contractor invoice
GL-7522,2024-11-25,6900 · Miscellaneous,Oldbridge Supply,611.62,General purchase
GL-7523,2024-11-25,6210 · Software,Vinewood Holdings,5992.97,Platform fee
GL-7524,2024-11-25,6710 · Equipment,Farrow & West Consulting,9534.28,Hardware
GL-7525,2024-11-26,6210 · Software,Cascade IT Partners,1917.68,Network maintenance
GL-7526,2024-11-26,6100 · Facilities,Pinecrest Office Rentals,3283.53,Repairs
GL-7527,2024-11-26,6500 · Professional,Dunmore Traders,5275.81,Advisory fee
GL-7528,2024-11-26,6210 · Software,Ashcroft Logistics,3401.33,Software license
GL-7529,2024-11-26,6500 · Professional,Grovemont & Finch,3761.9,Consulting engagement
GL-7530,2024-11-26,6300 · Contractors,Everline Logistics,8943.12,Project support
GL-7531,2024-11-26,6210 · Software,Pinehollow Co,4823.81,Software license
GL-7532,2024-11-26,6710 · Equipment,Islewood Co,3171.43,Hardware
GL-7533,2024-11-26,6710 · Equipment,Gladewell Contractors,3971.18,Equipment maintenance
GL-7534,2024-11-26,6500 · Professional,Silverlake Co,1898.39,Advisory fee
GL-7535,2024-11-26,6210 · Software,Ferncliff Distribution,2990.62,Software license
GL-7536,2024-11-26,6210 · Software,Ashcroft Logistics,3147.0,Platform fee
GL-7537,2024-11-26,6100 · Facilities,Everline Ventures,5198.96,Building maintenance
GL-7538,2024-11-26,6710 · Equipment,Parkfield Co,2831.44,Equipment purchase
GL-7539,2024-11-26,6000 · Office,Rushmere Supply Co,1426.87,General office purchase
GL-7540,2024-11-26,6500 · Professional,Copperfield Consulting,2118.36,Consulting engagement
GL-7541,2024-11-26,6710 · Equipment,Westgate Distribution,3626.34,Hardware
GL-7542,2024-11-26,6000 · Office,Rushmere Group,1777.61,Office supplies
GL-7543,2024-11-26,6400 · Travel,Valeworth Co,697.45,Travel expense
GL-7544,2024-11-26,6600 · Marketing,Juniper & Sons,4416.9,Content production
GL-7545,2024-11-26,6710 · Equipment,Rushmere Ventures,554.97,Hardware
GL-7546,2024-11-26,6710 · Equipment,Farrow & West Consulting,9787.03,Hardware
GL-7547,2024-11-27,6600 · Marketing,Drift Marketing Co,7483.42,Marketing campaign
GL-7548,2024-11-27,6000 · Office,Kingsmere Advisory,3212.25,General office purchase
GL-7549,2024-11-27,6600 · Marketing,Heathfield Vendors,4765.24,Content production
GL-7550,2024-11-27,6800 · Events,Larkspur Trade Ltd,3394.15,Venue booking
GL-7551,2024-11-27,6710 · Equipment,Juniper Traders,841.02,Hardware
GL-7552,2024-11-27,6800 · Events,Nightingale Ventures,4494.72,Venue booking
GL-7553,2024-11-27,6300 · Contractors,Vinewood Traders,3648.76,Consulting work
GL-7554,2024-11-27,6210 · Software,Underbrook Vendors,5446.82,Platform fee
GL-7555,2024-11-27,6300 · Contractors,Deerpath Co,3165.35,Contractor invoice
GL-7556,2024-11-27,6500 · Professional,Heathfield Contractors,4044.27,Advisory fee
GL-7557,2024-11-27,6900 · Miscellaneous,Lyndon Materials,2260.59,General purchase
GL-7558,2024-11-27,6900 · Miscellaneous,Fairhaven Partners,528.34,Miscellaneous expense
GL-7559,2024-11-27,6500 · Professional,Driftwood Group,6844.34,Advisory fee
GL-7560,2024-11-27,6300 · Contractors,Gladewell Traders,7747.08,Contractor invoice
GL-7561,2024-11-27,6900 · Miscellaneous,Heathfield Solutions,1849.31,Miscellaneous expense
GL-7562,2024-11-27,6100 · Facilities,Wrenfield Advisory,5908.53,Repairs
GL-7563,2024-11-27,6100 · Facilities,Islewood Traders,2771.14,Repairs
GL-7564,2024-11-27,6000 · Office,Ashford Co,435.5,Office supplies
GL-7565,2024-11-28,6210 · Software,Cascade IT Partners,3228.34,IT support retainer
GL-7566,2024-11-28,6210 · Software,Stonebridge & Finch,2603.72,Software license
GL-7567,2024-11-28,6800 · Events,Ironwood Logistics,3167.45,Team event
GL-7568,2024-11-28,6000 · Office,Juniper Solutions,1887.39,General office purchase
GL-7569,2024-11-28,6710 · Equipment,Gladewell Contractors,3790.6,Equipment purchase
GL-7570,2024-11-28,6210 · Software,Ashcombe Partners,4036.6,Subscription renewal
GL-7571,2024-11-28,6710 · Equipment,Rushmere Ventures,2754.83,Equipment maintenance
GL-7572,2024-11-28,6100 · Facilities,Larkspur Logistics,5018.12,Building maintenance
GL-7573,2024-11-28,6500 · Professional,Larkspur Contractors,4988.39,Advisory fee
GL-7574,2024-11-28,6210 · Software,Oldbridge Traders,6048.93,Platform fee
GL-7575,2024-11-28,6500 · Professional,Stonebridge Materials,4496.3,Consulting engagement
GL-7576,2024-11-28,6710 · Equipment,Ferncliff Group,4614.9,Equipment purchase
GL-7577,2024-11-28,6100 · Facilities,Foxglen Logistics,1100.15,Facilities services
GL-7578,2024-11-28,6710 · Equipment,Hartmoor Distribution,4666.79,Hardware
GL-7579,2024-11-28,6710 · Equipment,Hartmoor Materials,5327.86,Equipment maintenance
GL-7580,2024-11-28,6710 · Equipment,Farrow & West Consulting,9342.78,Equipment maintenance
GL-7581,2024-11-29,6300 · Contractors,Driftwood Logistics,4079.83,Project support
GL-7582,2024-11-29,6210 · Software,Pinehollow Materials,1711.63,Subscription renewal
GL-7583,2024-11-29,6900 · Miscellaneous,Valeworth Supply,2371.8,General purchase
GL-7584,2024-11-29,6900 · Miscellaneous,Timberline Services,2083.58,General purchase
GL-7585,2024-11-29,6600 · Marketing,Silverlake Holdings,5196.32,Ad campaign
GL-7586,2024-11-29,6500 · Professional,Pinehollow Advisory,8864.8,Advisory fee
GL-7587,2024-11-29,6400 · Travel,Ashcombe Supply,595.34,Client visit travel
GL-7588,2024-11-29,6100 · Facilities,Barrow Ventures,1183.78,Building maintenance
GL-7589,2024-11-29,6300 · Contractors,Hollowbrook Logistics,1535.76,Consulting work
GL-7590,2024-11-29,6710 · Equipment,Stonebridge Vendors,3752.97,Equipment purchase
GL-7591,2024-11-29,6800 · Events,Ustane Group,3804.48,Event costs
GL-7592,2024-11-29,6500 · Professional,Valeworth Logistics,6508.13,Advisory fee
GL-7593,2024-11-29,6000 · Office,Ferncliff Contractors,2695.15,Breakroom restock
GL-7594,2024-11-29,6000 · Office,Wrenfield Holdings,2265.01,Office supplies
GL-7595,2024-11-29,6210 · Software,Millhaven Partners,2159.88,Software license
GL-7596,2024-11-29,6100 · Facilities,Vinewood Contractors,3769.5,Facilities services
GL-7597,2024-11-29,6500 · Professional,Deerpath Supply Co,1015.26,Consulting engagement
GL-7598,2024-11-29,6300 · Contractors,Ravenscroft Advisory,22717.08,Project support
GL-7599,2024-11-30,6600 · Marketing,Drift Marketing Co,7838.85,Marketing spend
